article_id, text, id, l/m, wave, subj_id, user_id, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12
"U2g", "Antibiotics are becoming weaker over time and the phage treatment is suggested to be used. Dr. Wilson says that the treatment is safe if used over time and some uses of the treatment are currently implemented in Eastern Europe.", "365", "L13", "2", "user38", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U2g", "Antiboddies are becoming an issue, Dr. Wilson says that the phage treatment can be used and is safe over time.", "366", "L13", "3", "user39", "1", "2", "1", "2", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"U2g", "As bacteria is becoming more resistant in antibiotics, a new method is being looked at to stop this called phaging. Doctor Harris is against phaging because it can create more bacteria. Dr. Harris doesn't have a degree in epidemiology or physics, but other studies have been done that show it is ineffective.", "368", "M14", "2", "user41", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U2g", "with the onset of bacteria developing resistance to antibiotics, a new technique is being developed called phaging.  Dr. Harris is against phaging because it can increase bacteria.  Dr. Harris is not an epidemiologist or other expert in a related field, but research exists which does show that phaging is inneffective.", "369", "M14", "3", "user42", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U2g", "Some infections have become resistant to antibiotics because of the overuse of antibiotics in society, so phage therapy has been a way to combat this. Some doctors do not agree with the use of phage therapy because they have the potential to cause mutations in the infected area.", "370", "M15", "1", "user43", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U2g", "Some antibiotics have become resistant due to society's overuse of antibiotics. Phage therapy is a way to combat this. Some doctors though, are against phage therapy as it causes mutations in the affected area.", "371", "M15", "2", "user44", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U2g", "antibiotics are becoming resistant due to society's overuse of antibiotics. Phage therapy is used to combat this. Doctors are against this as it can lead to mutations in the affected area.", "372", "M15", "3", "user45", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U2g", "since some viruses are becoming more resistant due to the use of antibiotics, Dr.___", "375", "L16", "3", "user48", "1", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3g", "biomediration can help remove certain bad products from the soil, although it can turn into another toxic by-product.", "376", "L13", "1", "user37", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3g", "Biomediration can remove certain bad products from the soil, although it can also produce another toxic byproduct.", "377", "L13", "2", "user38", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3g", "Bioremediation is a process being looked at to clean polluted soil, groundwater, and wastewater. It uses naturally occuring microorganisms to remove the pollutants. These microorganisms use the pollutants as a food source. Dr. Harris is against this process as they believe it will just create another toxic by product. Dr. Anderson supports this process because they believe it is a natural way to remove pollutants from water", "379", "M14", "1", "user40", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "1"
"U3g", "Bioremediation is a process to clean contaminated soil and water. One doctor is for the funding, while another doctor is against the funding because "they" think that it will in turn create more pollutants.", "380", "M14", "2", "user41", "1", "4", "2", "2", "0", "1", "1", "1", "2", "0", "1", "0", "1"
"U3g", "bioremidiation is a process to remove polluntants from soil and water.  one scientist is for it, but another is against it because "they" think it will create more pollutants.", "381", "M14", "3", "user42", "1", "4", "2", "2", "0", "1", "1", "1", "2", "0", "1", "0", "1"
"U3g", "Bioremediation is using organisms to clean. They can clean soil, ground water..", "383", "M15", "2", "user44", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3g", "Bioremediation is using organism to clean. It can clean soil and ground.", "384", "M15", "3", "user45", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3g", "Bioremediation is the process of using organisms to neutralize or remove contamination from waste. It can clean up soil and water.", "385", "L16", "1", "user46", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3g", "bioremediation is the process of using orgamisms to clean up waste and can be used to clean soil and water", "386", "L16", "2", "user47", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1h", "Genetically modified organisms can help the plants grow, however, Dr. lewis and another doctor oppose this because it can take away a food source for some animals.", "388", "M13", "1", "user37", "1", "2", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"F1h", "genetically modified organisms can help plants grow, but Dr. Lewis and another doctor argue that it could remove a food source for some animals.", "389", "M13", "2", "user38", "1", "2", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"F1h", "genetically modified organisms can help plants grow, but Dr. Lewis and other doctos argues that it can remove a food source for other animals.", "390", "M13", "3", "user39", "1", "2", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"F1h", "GMO's are genetically modified organisms that are created in unnatural ways, i.e., not through mating. This can be through viruses, chemicals, etc. One ecologist opposes GMO's because it decresases biodiversity. Another person, not an ecologist, also opposes GMO's because it doesn't benefit all species.", "392", "L14", "2", "user41", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "1"
"F1h", "GMO's are genetically modified organisms that are created in unnatural ways, i.e. not through mating.  This can be through viruses, chemicals, etc.  One ecologist is opposed to GMO's because (I can't remember), another person who is not an ecologist also opposes them because they don't benefit all entities equally.  ", "393", "L14", "3", "user42", "1", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "0", "1"
"F1h", "Genetically modified organisms (GMO's) are organisms in which are not natural to the human body.", "395", "L15", "2", "user44", "1", "2", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1h", "Genetically Modified Organisms (GMO's) are organisms that are genetically not natural to the human body.", "396", "L15", "3", "user45", "1", "2", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1h", "Gentically Modified Organisms (GMO's) are organisms that are altered beyond the scope of mating/reproduction. Lewis.", "397", "M16", "1", "user46", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1h", "genetically modified organisms are organisms that are genetically modified past the scope of mating/reproduction. lewis.", "398", "M16", "2", "user47", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1h", "genetically modified organisms are organisms that are genetically modified past the scope of reality/nature. lewis.", "399", "M16", "3", "user48", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F2h", "Dr. King and Dr. Harris oppose stem cell research since the human body may not accept implanted cells and cause tumors along other problems  ", "400", "M13", "1", "user37", "1", "2", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "1"
"F2h", "Stem cells are cells that can proliferate indefinitely. They can be used to replace tissue such as the heart. Dr. ___ opposes stem cells because they can come from cultures which can cause tumors. Dr. ___ (or whatver his name was) also opposes stem cells.", "404", "L14", "2", "user41", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"F2h", "Stem cells are cells that can proliferate indefinately.  They can be used to replace tissue such as the heart.  Dr. ____ opposes them because they can be derived from sources that can cause tumors.  Dr. _____ (or whatever his name was) also opposes them, but I can't remember the reason why.", "405", "L14", "3", "user42", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"F2h", "A stem cell is a cell that can make copies of itself indefinitely. They can be used to repair tissues in the body, such as the heart muscle. Dr. King, a geneticist, is against the use of stem cells because of their potential to cause cancer.", "406", "L15", "1", "user43", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"F2h", "A stem cell is a cell that can replicate itself indefitnely and can repair things in the human body such as heart tissue. Dr. King, a geneticist, is against the use of stem cell use because of their potential to cause cancer.", "407", "L15", "2", "user44", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"F2h", "A stem cell is a cell that can replicate itself indefinitely and affects organs such as the heart. Dr King is against stem cells.", "408", "L15", "3", "user45", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"F3h", "There is a vaccine that can treat MMR: mumps, measles, and rubella. The shots will be given at age 1 and again at age 4. Dr. White, a virologist, opposes the vaccine because the disadvantge, a possible sever allergic reaction, outweigh the benefit. Dr. Blair, not a virologist, also opposes the vaccine, but for a different reason.", "416", "L14", "2", "user41", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"F3h", "A vaccine has been created to treat MMR Measles, Mumps and Rubela.  The shots will be given at age 1 and again at age 4.  Dr. White, a virologist opposes it because the disadvantage, a severe allergic reaction outweighs the risk.  Dr. Blair, not a virologist, also opposes it, but for a different reason.", "417", "L14", "3", "user42", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "1", "1"
"F3h", "Mumps is a contagious disease. It can be treated using an MMR vaccine which prevents three diseases: mumps, measles, and rubella. This vaccine is administered twice, at one and four years old. Dr White, a virologist does not think the vaccine is safe and is against the use of it.", "418", "L15", "1", "user43", "1", "4", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F2h", "a stem cell is a generic cell that can make copies of itself indefinitely", "410", "M16", "2", "user47", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U2a", "Since many infections have been resisting antibiotics (mistyped in the original) scientists have uncovered some new thing that can fight them. Dr. Moore, an expert, believes it is good and some other nonexpert agrees for his own reasons.", "426", "L17", "3", "user51", "2", "3", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U2a", "Phage therapy is a new way to kill bacteria that are resistant to antibiotics. Some experts say it is more effective and will not have resistance form because there are so many possible combinations.", "427", "M18", "1", "user52", "2", "4", "2", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"U2a", "Phage is a new therapy that will kill antibiotics. ", "428", "M18", "2", "user53", "2", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U2a", "Phage is a new therapy that will kill antibiotics.", "429", "M18", "3", "user54", "2", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U2a", "antibiotics have developed a lot of resistance over time, hence studies are being done to replace them with phage therapy. one doctor believes that this will be helpful to combat different organisms. another doctor, not a phage therapy specialist, thinks it will be good because there are so many possible combinations.", "432", "M19", "3", "user57", "2", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"U2a", "People believe that the strength of viruses have become too strong for antibiotics. Dr. White who is an expert in this field supports phage research, and others who are not experts also support it as well", "433", "L20", "3", "user60", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U2a", "Since antibiotics have become used in medicinal practice, some fear that the strength of viruses become too strong for the vaccines. Dr. Moore, an epidemiologist and expert on phage research supports the use of phage research. Dr. White, who is not an expert in phage adaptation, also supports its use. ", "434", "L20", "1", "user58", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U2a", "People people believe that the strength of viruses have become too strong for antibiotics. Dr. White, a medical expert, believes that phage research is a positive thing and supports it while another person, who is not an expert in the field, also supports phage research.", "435", "L20", "2", "user59", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U1a", "Research has been done on thorium, which is a better necular power than nutrium. (I know I spelled the two names wrong) Dr. Williams, who is a biologist, also agrees that thorium is better. ", "437", "L17", "2", "user50", "2", "1", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U1a", "Thorium, a type of nuclear power source, has undergone research and has been declared better than nutrium. The author acknowledges that they have spelled both of the names wrong. Dr. Williams, a biologist, agrees with the conclusion that the research has reached.
", "438", "L17", "3", "user51", "2", "1", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U1a", "There is a new element called thorium that could replace Uranium. Experts say it is safer and cheaper", "439", "M18", "1", "user52", "2", "4", "2", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"U1a", "There is a new element called thorium that can replace Uranium. Experts say it is safer and cheaper.", "440", "M18", "2", "user53", "2", "4", "2", "0", "0", "0", "0", "0", "0", "0", "0", "0", "0"
"U3a", "Bioremediate is a new way to clean contaminated and polluted soil. It contains microbes that effectively clean the soil faster than your average microbes.", "449", "M18", "2", "user53", "2", "3", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3a", "Bioremediate is a compound that contains microbes that clean the soil. The microbes used are more effective than your average microbes.", "450", "M18", "3", "user54", "2", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3a", "bioremediation can be used to clean up contamination or waste. it can help to eliminate waste.", "451", "M19", "1", "user55", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3a", "bioremediation can help to clean up and reduce waste. it can help to eliminate waste", "452", "M19", "2", "user56", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3a", "bioremediation can help to clean up and reduce waste. it can help to eliminate waste.", "453", "M19", "3", "user57", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3a", "Bioremediation is a process to clean up organisms from the soil. Dr. Harris is in support of bioremediation in plant health. Dr. Anderson also supports the use of bioremediation as it allows the soil health to remain strong through the process.", "454", "L20", "1", "user58", "2", "1", "2", "2", "0", "0", "1", "1", "2", "0", "0", "0", "1"
"U3a", "Bioremediation is a process that cleans up organisms from the soil. both Dr. Harris and Dr. Anderson support this process because it's good for the soil", "456", "L20", "3", "user60", "2", "1", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"U3a", "Bioremediation is a process that uses organism to clean soil. Two doctors support it. One, a bioligist, supports it for its effectiveness in cleaning soil. The other, a chemist, supports it for its low cost.", "458", "L4", "2", "user11", "2", "4", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"U3a", "Bioremdiation is a process that uses organisms to clean soil. Two doctors support this. One, a biologist, supports this because it is effective, and the other, a chemist, supports it because it is low cost.", "459", "L4", "3", "user12", "2", "4", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"F1b", "Genetically modified organisms (GMOs) are crops that have been modified by means other than natural mating and/or recombination.  Dr. Lewis, a crop ecologist, believes that GMOs are the solution to the world's food shortage.  Dr. H, a virologist and non-expert, believes that the genetic modifications could hurt natural organisms and lower biodiversity in the regions where crops are planted.", "460", "M17", "1", "user49", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3h", "Mumps is a contagious disease and can be treated by using a MMR vaccine. This vaccine can prevent mumps as well as measles. It is adminsitered twice, at the ages of two and four. A virologist is against the use of the vaccine.", "419", "L15", "2", "user44", "1", "4", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F3h", "mmr vacine prevents three things: measles mumps and rubella. doctor is opposed saying that a allergic reaction is much worse", "422", "M16", "2", "user47", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"F3h", "mmr vacine prevents three things:
measels mumps and rubella
doctor is opposed saying an allergic
reaction is much worse than disease", "423", "M16", "3", "user48", "1", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U3g", "Bioremediation is using organisms to clean. They can clean soil, ground water..", "382", "M15", "1", "user43", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1b", "A new type of corn is being developed. It was created by the splicing of two crops, which modified the DNA. An expert in the agriculture field believes that this new hybrid corn could be a solution to world hunger. A nonexpert, for a reason forgotten by the author) agrees as well.", "462", "M17", "3", "user51", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "1", "1", "1"
"F1b", "GMO's are plants or animals (genetically modified organisms) that are mated with genes it is not normally mated with.  This is a great opportunity to feed the growing population but some are against the use of GMO's because they could decrease diversity of the ecosystem.", "463", "L18", "1", "user52", "2", "1", "1", "2", "0", "1", "0", "1", "3", "2", "2", "2", "2"
"F1b", "GMOs are plants and animals  (genetically modified organisms) that mate and attach to organisms to create an abundance of crops.
Many people are against this practice because they believe consuming foods with GMOs causes health problems. ", "464", "L18", "2", "user53", "2", "1", "2", "2", "0", "1", "0", "1", "2", "0", "0", "0", "1"
"U1a", "Thorium is an element that could replace uranium in the radiatino field. Dr. Johnston, an expert in the field, supports thorium because it is safer. Dr. Harris, a non expert, thinks uranium should be used because it is cheaper", "446", "L20", "3", "user60", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1b", "GMOs are plants and animals (genetically modified organisms) that attach to organisms to produce more crops.  Many people are against this because they believe it causes health problems.", "465", "L18", "3", "user54", "2", "1", "2", "2", "0", "1", "0", "1", "2", "0", "0", "0", "1"
"F1b", "Genetically Modified Organisms are orgenaisims that are genetically altered. They may come from bacteria or disease. Dr. Lewis says that GMOs can help us to produce more diverse and more abundant organisms.
Dr. Hall says that GMOs can decrease diversity. ", "466", "L19", "1", "user55", "2", "4", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"F1b", "Genetically Modified Organisims are organaisms that are genetically altered. Dr. Lewis says that GMOs can produce more diverse and more abundant organisms. Dr. someone says that they can reduce diversity.", "467", "L19", "2", "user56", "2", "2", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"F1b", "Genetically modified organisms are organisms that are genetically altered. Dr. Lewis says that they can increase abundance and diversity. Dr. Someone says they can reduce diversity. ", "468", "L19", "3", "user57", "2", "2", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"F2f", "stem cells can replicate  themselves and be used to fight abnormal diseases in the body.  geneticists who are experts in this area support their usage. even chemists who are not experts in this area support it.  ", "617", "M25", "2", "user74", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U1a", "there is new research being done on thorium, which could replace uranium in a nuclear world. it could help create great nuclear activity", "443", "M19", "2", "user56", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U1a", "new research is being done on thorium, which could functionally replace uranium in the nuclear world. it could generate greate nuclear activity.", "444", "M19", "3", "user57", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3a", "Bioremediation is a new method to clean up contaminated soil and water. It uses microbes in the ground so it is harmless and faster than other existing methods", "448", "M18", "1", "user52", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F3b", "virologist supports the use of measels vaccine bc there are good uses for it. dr blair an ecologists opposes it bc the cons outweigh the pros", "495", "M20", "3", "user60", "2", "1", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"F1b", "GMOs are geneticslly modified organisms that occur outside of regular reporduction. it csn happen in any plant, bacteria or virus. Dr. Lewis supports GMO use while Dr. Hall says it can hurt biodiversity and is against GMOs", "470", "M20", "2", "user59", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "0", "0"
"F1b", "gmos are modifications that can occur in any plant or animal. dr. lewis is for gmos but dr. hall is against it because of health concerns", "471", "M20", "3", "user60", "2", "1", "2", "2", "0", "0", "1", "1", "2", "0", "0", "0", "1"
"F2b", "Researchers have been studying a certain type of cell that can copy itself very rapidly and enormously. A researcher thinks that the study may help answer the development of cancer. A non-expert believes that misuse of those cells actually is the cause of cancer. ", "473", "M17", "2", "user50", "2", "3", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1"
"F2b", "Research has been underway regarding a cell that can copy itself rapidly and enormously. a researcher from the study believes that research on this cell can hold the answer to what causes cancer. A nonexpert thinks that the cell, when used by the wrong people, may actually cause cancer.", "474", "M17", "3", "user51", "2", "3", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1"
"F2b", "Stem cell research uses cells that can become anything they want and are not differentiated.  They are benefical for cancer research but some are opposed to it because they believe it could cause tumors.", "475", "L18", "1", "user52", "2", "4", "2", "2", "0", "1", "0", "1", "2", "0", "0", "0", "0"
"F2b", "Stem cell research is a non-differentiated type of cell that can help cancer research. Some are opposed to the idea of stem cells. ", "476", "L18", "2", "user53", "2", "4", "1", "2", "0", "1", "1", "1", "3", "2", "2", "2", "2"
"F2b", "Stem cell research is a non-differentiated type of cell that can help cancer research.  Some are opposed to this type of research.", "477", "L18", "3", "user54", "2", "4", "1", "2", "0", "1", "1", "1", "3", "2", "2", "2", "2"
"F2b", "Stem cells can be used to generate duplicates of generic cells. Dr. King says that it can help replicate DNA. One guy that is not a doctor and has no speciailization in stem cells say that it's not good. ", "478", "L19", "1", "user55", "2", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "1", "1"
"F2b", "Stem cells can be used to duplicate genetic material. Dr. King says that they can help reproduce DNA. One guy that is not a doctor and has no specialization in stem cells says that it is not good.", "479", "L19", "2", "user56", "2", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "1", "1"
"F2b", "Stem cells are cells that can be used to reproduce different cell types. Dr. King says that they can be helpful in different ways. Another guy that is not a doctor (and doesn't specialize in stem cells) says they're not good.", "480", "L19", "3", "user57", "2", "1", "2", "0", "0", "0", "0", "1", "1", "0", "0", "1", "1"
"F2b", "a stem ceell is a generic cell used in places like the heart. Dr. King, a doctor, uses them in medical transplants and likes them. Dr. Harris, a non-expert, does not like them being used and thinks they can cause tumors if not used correctly. ", "482", "M20", "2", "user59", "2", "1", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"F2b", "dr king is a doctor who supports the use of stem cels bc he uses them in transplants. dr harris is not a doctor but opposes them bc they can lead to tumor growths if used incorrectly", "483", "M20", "3", "user60", "2", "2", "2", "2", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"F3b", "Mumps is a vaccine that protects people from getting MMR. An expert believes that it is good because it helps people from getting contagious deseases. However, a non-expert thinks that the costs of the vaccine outweigh the benefits. ", "485", "M17", "2", "user50", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3b", "Mumps is a vaccine that protects against the contraction of MMR. An expert believes that the vaccine is good since it protects against contagious diseases. A nonexpert believes that the vaccine is not worth the costs.", "486", "M17", "3", "user51", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3b", "There is some debate about the MMR vaccine for measles, mumps, and Rubella.  A vaccine expert states that it is beneficial while another scientist who is not an expert says that the allergic reactions are to severe to jusitify its use in children.", "487", "L18", "1", "user52", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"F3b", "There is some debate about the effectiveness of MMR treatment for measles, meningitus and rumpus. One expert says it is beneficial, while another scientist (who is not an expert) says it can harm children. ", "488", "L18", "2", "user53", "2", "1", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "1"
"F3b", "There is some debate about the effectiveness of MMR treatment for measles, meningitus, and rumpus.  One expert supports it while another (who is not an expert) claims it can harm children.", "489", "L18", "3", "user54", "2", "1", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "1"
"F3b", "Mumps is a very dangerous disease that can occur. In order to prevent it, there is the MMR vaccine. The MMR protects mups, mesels, and rubella. One doctor says that it is okay to get the vaccine in order to protect yourself against it. Dr. Blair says that the allergica reactions from it outweighs the positivies. ", "490", "L19", "1", "user55", "2", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F3b", "Mumps is a very dangerous disease that occurs. One way to protect against it is the MMR vaccine. The MMR protects mups, mesels, and rubella. One guy says it's good. Dr. Blair says that the allergica reactions that occur can be bad.", "491", "L19", "2", "user56", "2", "4", "2", "2", "0", "0", "1", "1", "2", "1", "1", "0", "1"
"F3b", "Mumps is a very dangerous disease that can occur. The MMR vaccine can protect against mumps, measles, and rubella. One guy says that the vaccine is good. Dr. Blair said that allergic reactions to the vaccine can be serious.", "492", "L19", "3", "user57", "2", "4", "2", "2", "0", "0", "1", "1", "2", "1", "1", "0", "1"
"F3b", "MMR is a vaccination for measels, mumps, and rubella. Children receive this vaccine in two doses, at age 1 and age 4. Dr. White, virologist is in support of the vaccine and its successful outcomes. Dr. Blair, an ecologist is against the vaccine and states that the risks far outweigh the benefits, such as severe allergic reaction.", "493", "M20", "1", "user58", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "0", "0"
"F3b", "MMR is a vaccine for measles, mumps and rubella received in two doses- age 1 and age 4. Dr. White, a virologist, believes the vaccine is good and Dr. Blair, an ecologist, believes the vaccine is bad and the bad things outweigh the good possibilities of it", "494", "M20", "2", "user59", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "0", "0"
"U1c", "There's research on an element called thorium, which can replace uranium. It has something to do with neutrons. Dr. Johnson is against thorium. A biology teacher (Dr. Williams?) also disagrees with using thorium.", "496", "L21", "1", "user61", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U1c", "There is new research about Thorium being used to replace Uranium.  It has something to do with the neurons. Dr. __________ is against Thorium.  A biology teacher (Dr. Williamson) agrees.", "497", "L21", "3", "user63", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U1c", "There is research about a new element Thorium that can replace Uranium. It has something to do about the neurons. Dr. _______ is against Thorium. A biology teacher (Dr. Willamson) agrees with him.", "498", "L21", "2", "user62", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U1c", "research is being conducted about thorim replacing uranium. two doctors oppose it because one doesn't think it will be possible the other things it will be dangerous.", "500", "M22", "2", "user65", "2", "4", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"U1c", "research is being conducted about thorim replacing uranium. two doctors oppose it, one because he thinks it wont be possible and the other thinks it'll be dangerous", "501", "M22", "3", "user66", "2", "4", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"U1c", "There is research being done on thorium, a new element that could potentially replace uranium in the nuclear world. Thorium produces more nuclei than uranium, making it a dangerous nuclear substance. Dr. Johnson, a specialist in thorium, opposes the use of thorium, stating that it emits more nuclei than the normal nuclear element. Another non-specialist also opposes the use of thorium because it may be more dangerous than uranium.", "502", "M23", "1", "user67", "2", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"U1c", "there is research being done on a new element thorium that could replace uranium in the nuclear world. this is because thoroum emidts more ucli than uranium.", "503", "M23", "3", "user69", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U1c", "there is reseach being done on a new element thorium that could replace uranium in the nuclear world. this is because thorium emidts more ucli than uranium.", "504", "M23", "2", "user68", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U1c", "Thurium is an element considered for substitiuting the traditional Uranium use in the nuclear reactors. A professor studying thurium claims that it should not be used in reactors due to having higher neutron leak than the conventional reactors. A biologiest who is not an expert in this area is also against using thurium.", "505", "L24", "1", "user70", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"U2c", "Bacteria are becoming resistant to antibiotics and this is alarming. Phage therapy is a solution to this problem. Dr. Moore, who is qualified, disagrees with using phage therapy and Dr. Wilson, who is not an expert, also disagrees with it.", "508", "L21", "1", "user61", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U2c", "Bacteria are becoming more resistant to antibiotics, and this is a problem.  Phage therapy is a possible solution.  Dr. Robinson, who is qualified, opposes there use.  Dr. Williams, who is not, agrees.", "509", "L21", "3", "user63", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U2c", "Bacteria are becoming more resistant to antibiotics and this is a problem. Phage therapy is a solution. Dr Moore, who is qualified, opposes there use. Dr Wilson, who is not qualified, also opposes them.", "510", "L21", "2", "user62", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
